severity,cvss3_score,cve,Title,external_references,Version,Name,condition,published,updated,Architecture
High,8.8,CVE-2022-33745,CVE-2022-33745 affects libxentoollog1,"[""https://xenbits.xenproject.org/xsa/advisory-408.txt"",""http://xenbits.xen.org/xsa/advisory-408.html"",""http://www.openwall.com/lists/oss-security/2022/07/26/2"",""http://www.openwall.com/lists/oss-security/2022/07/26/3"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/HUFIMNGYP5VQAA6KE3T2I5GW6UP6F7BS/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/MYI3OMJ7RIZNL3C6GUWNANNPEUUID6FM/"",""https://www.debian.org/security/2022/dsa-5272"",""https://nvd.nist.gov/vuln/detail/CVE-2022-33745"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-33745"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-33746"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-33747"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-33748"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-42309"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-42310"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-42311"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-42312"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-42313"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-42314"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-42315"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-42316"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-42317"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-42318"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-42319"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-42320"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-42321"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-42322"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-42323"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-42324"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-42325"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-42326""]",4.14.5+24-g87d90d511c-1,libxentoollog1,Package less than 4.14.5+86-g1c354767d5-1,7/26/2022,12/12/2022,amd64
High,8.8,CVE-2022-42309,CVE-2022-42309 affects libxentoollog1,"[""https://xenbits.xenproject.org/xsa/advisory-414.txt"",""http://xenbits.xen.org/xsa/advisory-414.html"",""http://www.openwall.com/lists/oss-security/2022/11/01/4"",""https://www.debian.org/security/2022/dsa-5272"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/ZLI2NPNEH7CNJO3VZGQNOI4M4EWLNKPZ/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/YZVXG7OOOXCX6VIPEMLFDPIPUTFAYWPE/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/YTMITQBGC23MSDHUCAPCVGLMVXIBXQTQ/"",""https://nvd.nist.gov/vuln/detail/CVE-2022-42309"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-42309""]",4.14.5+24-g87d90d511c-1,libxentoollog1,Package less than 4.14.5+86-g1c354767d5-1,11/1/2022,11/29/2022,amd64
High,7,CVE-2022-42320,CVE-2022-42320 affects libxentoollog1,"[""https://xenbits.xenproject.org/xsa/advisory-417.txt"",""http://xenbits.xen.org/xsa/advisory-417.html"",""http://www.openwall.com/lists/oss-security/2022/11/01/7"",""https://www.debian.org/security/2022/dsa-5272"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/ZLI2NPNEH7CNJO3VZGQNOI4M4EWLNKPZ/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/YZVXG7OOOXCX6VIPEMLFDPIPUTFAYWPE/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/YTMITQBGC23MSDHUCAPCVGLMVXIBXQTQ/"",""https://nvd.nist.gov/vuln/detail/CVE-2022-42320"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-42320""]",4.14.5+24-g87d90d511c-1,libxentoollog1,Package less than 4.14.5+86-g1c354767d5-1,11/1/2022,11/29/2022,amd64
High,7.5,CVE-2022-40303,CVE-2022-40303 affects libxml2,"[""https://gitlab.gnome.org/GNOME/libxml2/-/commit/c846986356fc149915a74972bf198abc266bc2c0"",""https://gitlab.gnome.org/GNOME/libxml2/-/tags/v2.10.3"",""https://security.netapp.com/advisory/ntap-20221209-0003/"",""https://support.apple.com/kb/HT213534"",""https://support.apple.com/kb/HT213535"",""https://support.apple.com/kb/HT213536"",""https://support.apple.com/kb/HT213531"",""https://support.apple.com/kb/HT213533"",""http://seclists.org/fulldisclosure/2022/Dec/26"",""http://seclists.org/fulldisclosure/2022/Dec/21"",""http://seclists.org/fulldisclosure/2022/Dec/25"",""http://seclists.org/fulldisclosure/2022/Dec/24"",""https://nvd.nist.gov/vuln/detail/CVE-2022-40303"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-40303"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-40304""]",2.9.10+dfsg-6.7+deb11u2,libxml2,Package less than 2.9.10+dfsg-6.7+deb11u3,11/23/2022,1/11/2023,amd64
High,7.8,CVE-2022-40304,CVE-2022-40304 affects libxml2,"[""https://gitlab.gnome.org/GNOME/libxml2/-/tags/v2.10.3"",""https://gitlab.gnome.org/GNOME/libxml2/-/commit/1b41ec4e9433b05bb0376be4725804c54ef1d80b"",""https://gitlab.gnome.org/GNOME/libxml2/-/tags"",""https://security.netapp.com/advisory/ntap-20221209-0003/"",""https://support.apple.com/kb/HT213534"",""https://support.apple.com/kb/HT213535"",""https://support.apple.com/kb/HT213536"",""https://support.apple.com/kb/HT213531"",""https://support.apple.com/kb/HT213533"",""http://seclists.org/fulldisclosure/2022/Dec/21"",""http://seclists.org/fulldisclosure/2022/Dec/25"",""http://seclists.org/fulldisclosure/2022/Dec/24"",""http://seclists.org/fulldisclosure/2022/Dec/26"",""https://nvd.nist.gov/vuln/detail/CVE-2022-40304"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-40304""]",2.9.10+dfsg-6.7+deb11u2,libxml2,Package less than 2.9.10+dfsg-6.7+deb11u3,11/23/2022,2/23/2023,amd64
High,7.5,CVE-2022-40303,CVE-2022-40303 affects libxml2-utils,"[""https://gitlab.gnome.org/GNOME/libxml2/-/commit/c846986356fc149915a74972bf198abc266bc2c0"",""https://gitlab.gnome.org/GNOME/libxml2/-/tags/v2.10.3"",""https://security.netapp.com/advisory/ntap-20221209-0003/"",""https://support.apple.com/kb/HT213534"",""https://support.apple.com/kb/HT213535"",""https://support.apple.com/kb/HT213536"",""https://support.apple.com/kb/HT213531"",""https://support.apple.com/kb/HT213533"",""http://seclists.org/fulldisclosure/2022/Dec/26"",""http://seclists.org/fulldisclosure/2022/Dec/21"",""http://seclists.org/fulldisclosure/2022/Dec/25"",""http://seclists.org/fulldisclosure/2022/Dec/24"",""https://nvd.nist.gov/vuln/detail/CVE-2022-40303"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-40303"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-40304""]",2.9.10+dfsg-6.7+deb11u2,libxml2-utils,Package less than 2.9.10+dfsg-6.7+deb11u3,11/23/2022,1/11/2023,amd64
High,7.8,CVE-2022-40304,CVE-2022-40304 affects libxml2-utils,"[""https://gitlab.gnome.org/GNOME/libxml2/-/tags/v2.10.3"",""https://gitlab.gnome.org/GNOME/libxml2/-/commit/1b41ec4e9433b05bb0376be4725804c54ef1d80b"",""https://gitlab.gnome.org/GNOME/libxml2/-/tags"",""https://security.netapp.com/advisory/ntap-20221209-0003/"",""https://support.apple.com/kb/HT213534"",""https://support.apple.com/kb/HT213535"",""https://support.apple.com/kb/HT213536"",""https://support.apple.com/kb/HT213531"",""https://support.apple.com/kb/HT213533"",""http://seclists.org/fulldisclosure/2022/Dec/21"",""http://seclists.org/fulldisclosure/2022/Dec/25"",""http://seclists.org/fulldisclosure/2022/Dec/24"",""http://seclists.org/fulldisclosure/2022/Dec/26"",""https://nvd.nist.gov/vuln/detail/CVE-2022-40304"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-40304""]",2.9.10+dfsg-6.7+deb11u2,libxml2-utils,Package less than 2.9.10+dfsg-6.7+deb11u3,11/23/2022,2/23/2023,amd64
High,7.5,CVE-2022-44617,CVE-2022-44617 affects libxpm4,"[""https://bugzilla.redhat.com/show_bug.cgi?id=2160193"",""https://gitlab.freedesktop.org/xorg/lib/libxpm/-/commit/f80fa6ae47ad4a5beacb28"",""https://lists.x.org/archives/xorg-announce/2023-January/003312.html"",""https://gitlab.freedesktop.org/xorg/lib/libxpm/-/merge_requests/9"",""https://nvd.nist.gov/vuln/detail/CVE-2022-44617"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-44617""]",1:3.5.12-1,libxpm4,Package unfixed,2/6/2023,3/3/2023,amd64
High,7.5,CVE-2022-46285,CVE-2022-46285 affects libxpm4,"[""https://bugzilla.redhat.com/show_bug.cgi?id=2160092"",""https://gitlab.freedesktop.org/xorg/lib/libxpm/-/commit/a3a7c6dcc3b629d7650148"",""https://lists.x.org/archives/xorg-announce/2023-January/003312.html"",""https://gitlab.freedesktop.org/xorg/lib/libxpm/-/merge_requests/9"",""https://nvd.nist.gov/vuln/detail/CVE-2022-46285"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-46285""]",1:3.5.12-1,libxpm4,Package unfixed,2/7/2023,3/3/2023,amd64
High,8.8,CVE-2022-4883,CVE-2022-4883 affects libxpm4,"[""https://bugzilla.redhat.com/show_bug.cgi?id=2160213"",""https://gitlab.freedesktop.org/xorg/lib/libxpm/-/commit/515294bb8023a45ff91669"",""https://lists.x.org/archives/xorg-announce/2023-January/003312.html"",""https://gitlab.freedesktop.org/xorg/lib/libxpm/-/merge_requests/9"",""https://nvd.nist.gov/vuln/detail/CVE-2022-4883"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-4883""]",1:3.5.12-1,libxpm4,Package unfixed,2/7/2023,3/3/2023,amd64
High,7.1,CVE-2022-47520,CVE-2022-47520 affects linux-cpupower,"[""https://github.com/torvalds/linux/commit/cd21d99e595ec1d8721e1058dcdd4f1f7de1d793"",""https://lore.kernel.org/r/20221123153543.8568-2-philipturnbull@github.com"",""https://lists.debian.org/debian-lts-announce/2022/12/msg00031.html"",""https://security.netapp.com/advisory/ntap-20230113-0007/"",""https://nvd.nist.gov/vuln/detail/CVE-2022-47520"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-47520""]",5.10.140-1,linux-cpupower,Package less than 5.10.158-1,12/18/2022,1/30/2023,amd64
High,7.8,CVE-2022-47521,CVE-2022-47521 affects linux-cpupower,"[""https://github.com/torvalds/linux/commit/f9b62f9843c7b0afdaecabbcebf1dbba18599408"",""https://lore.kernel.org/r/20221123153543.8568-4-philipturnbull@github.com"",""https://lists.debian.org/debian-lts-announce/2022/12/msg00031.html"",""https://security.netapp.com/advisory/ntap-20230113-0007/"",""https://nvd.nist.gov/vuln/detail/CVE-2022-47521"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-47521""]",5.10.140-1,linux-cpupower,Package less than 5.10.158-1,12/18/2022,4/11/2023,amd64
High,7.8,CVE-2022-4696,CVE-2022-4696 affects linux-cpupower,"[""https://kernel.dance/#75454b4bbfc7e6a4dd8338556f36ea9107ddf61a"",""https://git.kernel.org/pub/scm/linux/kernel/git/stable/linux.git/commit/?h=linux-5.10.y&id=75454b4bbfc7e6a4dd8338556f36ea9107ddf61a"",""https://nvd.nist.gov/vuln/detail/CVE-2022-4696"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-4696""]",5.10.140-1,linux-cpupower,Package less than 5.10.162-1,1/11/2023,1/19/2023,amd64
High,7.8,CVE-2022-4139,CVE-2022-4139 affects linux-cpupower,"[""https://bugzilla.redhat.com/show_bug.cgi?id=2147572"",""https://www.openwall.com/lists/oss-security/2022/11/30/1"",""https://security.netapp.com/advisory/ntap-20230309-0004/"",""https://nvd.nist.gov/vuln/detail/CVE-2022-4139"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-4139""]",5.10.140-1,linux-cpupower,Package less than 5.10.158-1,1/27/2023,3/9/2023,amd64
High,8.8,CVE-2022-42896,CVE-2022-42896 affects linux-cpupower,"[""https://kernel.dance/#711f8c3fb3db61897080468586b970c87c61d9e4"",""https://github.com/torvalds/linux/commit/711f8c3fb3db61897080468586b970c87c61d9e4"",""https://nvd.nist.gov/vuln/detail/CVE-2022-42896"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-42896""]",5.10.140-1,linux-cpupower,Package less than 5.10.158-1,11/23/2022,3/1/2023,amd64
High,7.8,CVE-2023-0179,CVE-2023-0179 affects linux-cpupower,"[""https://bugzilla.redhat.com/show_bug.cgi?id=2161713"",""https://seclists.org/oss-sec/2023/q1/20"",""http://packetstormsecurity.com/files/171601/Kernel-Live-Patch-Security-Notice-LNS-0093-1.html"",""https://nvd.nist.gov/vuln/detail/CVE-2023-0179"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2023-0179""]",5.10.140-1,linux-cpupower,Package less than 5.10.162-1,3/27/2023,4/7/2023,amd64
High,7.5,CVE-2022-3623,CVE-2022-3623 affects linux-cpupower,"[""https://git.kernel.org/pub/scm/linux/kernel/git/bpf/bpf-next.git/commit/?id=fac35ba763ed07ba93154c95ffc0c4a55023707f"",""https://vuldb.com/?id.211921"",""https://www.debian.org/security/2023/dsa-5324"",""https://lists.debian.org/debian-lts-announce/2023/03/msg00000.html"",""https://nvd.nist.gov/vuln/detail/CVE-2022-3623"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-3623""]",5.10.140-1,linux-cpupower,Package less than 5.10.162-1,10/20/2022,3/3/2023,amd64
High,8.1,CVE-2022-41674,CVE-2022-41674 affects linux-cpupower,"[""https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/log/net/mac80211/scan.c"",""https://www.openwall.com/lists/oss-security/2022/10/13/5"",""https://git.kernel.org/pub/scm/linux/kernel/git/wireless/wireless.git/commit/?id=aebe9f4639b13a1f4e9a6b42cdd2e38c617b442d"",""https://bugzilla.suse.com/show_bug.cgi?id=1203770"",""http://www.openwall.com/lists/oss-security/2022/10/13/2"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/GGHENNMLCWIQV2LLA56BJNFIUZ7WB4IY/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/VNN3VFQPECS6D4PS6ZWD7AFXTOSJDSSR/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/S2KTU5LFZNQS7YNGE56MT46VHMXL3DD2/"",""https://www.debian.org/security/2022/dsa-5257"",""https://lists.debian.org/debian-lts-announce/2022/11/msg00001.html"",""http://packetstormsecurity.com/files/169951/Kernel-Live-Patch-Security-Notice-LSN-0090-1.html"",""https://nvd.nist.gov/vuln/detail/CVE-2022-41674"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-41674""]",5.10.140-1,linux-cpupower,Package less than 5.10.149-1,10/14/2022,3/1/2023,amd64
High,7.8,CVE-2022-4095,CVE-2022-4095 affects linux-cpupower,"[""https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/?id=c53b3dcb9942b8ed7f81ee3921c4085d87070c73"",""https://security.netapp.com/advisory/ntap-20230420-0005/"",""https://nvd.nist.gov/vuln/detail/CVE-2022-4095"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-4095""]",5.10.140-1,linux-cpupower,Package less than 5.10.148-1,3/22/2023,4/20/2023,amd64
High,7.8,CVE-2022-3176,CVE-2022-3176 affects linux-cpupower,"[""https://kernel.dance/#fc78b2fc21f10c4c9c4d5d659a685710ffa63659"",""https://git.kernel.org/pub/scm/linux/kernel/git/stable/linux.git/commit?h=linux-5.4.y&id=fc78b2fc21f10c4c9c4d5d659a685710ffa63659"",""https://www.debian.org/security/2022/dsa-5257"",""https://lists.debian.org/debian-lts-announce/2022/11/msg00001.html"",""https://security.netapp.com/advisory/ntap-20230216-0003/"",""https://nvd.nist.gov/vuln/detail/CVE-2022-3176"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-3176""]",5.10.140-1,linux-cpupower,Package less than 5.10.149-1,9/16/2022,4/11/2023,amd64
High,7.8,CVE-2022-20421,CVE-2022-20421 affects linux-cpupower,"[""https://source.android.com/security/bulletin/2022-10-01"",""https://www.debian.org/security/2022/dsa-5257"",""https://lists.debian.org/debian-lts-announce/2022/11/msg00001.html"",""https://nvd.nist.gov/vuln/detail/CVE-2022-20421"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-20421""]",5.10.140-1,linux-cpupower,Package less than 5.10.149-1,10/11/2022,12/3/2022,amd64
High,7.8,CVE-2022-2978,CVE-2022-2978 affects linux-cpupower,"[""https://lore.kernel.org/linux-fsdevel/20220816040859.659129-1-dzm91@hust.edu.cn/T/#u"",""https://lists.debian.org/debian-lts-announce/2022/12/msg00034.html"",""https://nvd.nist.gov/vuln/detail/CVE-2022-2978"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-2978""]",5.10.140-1,linux-cpupower,Package less than 5.10.148-1,8/24/2022,4/11/2023,amd64
High,7.8,CVE-2023-20928,CVE-2023-20928 affects linux-cpupower,"[""https://source.android.com/security/bulletin/2023-01-01"",""http://packetstormsecurity.com/files/170855/Android-Binder-VMA-Management-Security-Issues.html"",""https://nvd.nist.gov/vuln/detail/CVE-2023-20928"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2023-20928""]",5.10.140-1,linux-cpupower,Package less than 5.10.158-1,1/26/2023,2/6/2023,amd64
High,7.8,CVE-2023-0240,CVE-2023-0240 affects linux-cpupower,"[""https://git.kernel.org/pub/scm/linux/kernel/git/stable/linux.git/commit/io_uring?h=linux-5.10.y&id=788d0824269bef539fe31a785b1517882eafed93"",""https://github.com/gregkh/linux/commit/1e6fa5216a0e59ef02e8b6b40d553238a3b81d49"",""https://kernel.dance/#788d0824269bef539fe31a785b1517882eafed93"",""https://nvd.nist.gov/vuln/detail/CVE-2023-0240"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2023-0240""]",5.10.140-1,linux-cpupower,Package less than 5.10.162-1,1/30/2023,2/6/2023,amd64
High,8.8,CVE-2022-3640,CVE-2022-3640 affects linux-cpupower,"[""https://vuldb.com/?id.211944"",""https://git.kernel.org/pub/scm/linux/kernel/git/bluetooth/bluetooth-next.git/commit/?id=42cf46dea905a80f6de218e837ba4d4cc33d6979"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/DGOIRR72OAFE53XZRUDZDP7INGLIC3E3/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/OD7VWUT7YAU4CJ247IF44NGVOAODAJGC/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/XG2UPX3MQ7RKRJEUMGEH2TLPKZJCBU5C/"",""https://lists.debian.org/debian-lts-announce/2022/12/msg00031.html"",""https://lists.debian.org/debian-lts-announce/2022/12/msg00034.html"",""https://nvd.nist.gov/vuln/detail/CVE-2022-3640"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-3640""]",5.10.140-1,linux-cpupower,Package less than 5.10.158-1,10/21/2022,4/11/2023,amd64
High,7,CVE-2022-3649,CVE-2022-3649 affects linux-cpupower,"[""https://git.kernel.org/pub/scm/linux/kernel/git/bpf/bpf-next.git/commit/?id=d325dc6eb763c10f591c239550b8c7e5466a5d09"",""https://vuldb.com/?id.211992"",""https://lists.debian.org/debian-lts-announce/2022/11/msg00001.html"",""https://lists.debian.org/debian-lts-announce/2022/12/msg00034.html"",""https://security.netapp.com/advisory/ntap-20230214-0009/"",""https://nvd.nist.gov/vuln/detail/CVE-2022-3649"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-3649""]",5.10.140-1,linux-cpupower,Package less than 5.10.148-1,10/21/2022,2/28/2023,amd64
High,8.8,CVE-2022-42719,CVE-2022-42719 affects linux-cpupower,"[""https://git.kernel.org/pub/scm/linux/kernel/git/wireless/wireless.git/commit/?id=ff05d4b45dd89b922578dac497dcabf57cf771c6"",""https://bugzilla.suse.com/show_bug.cgi?id=1204051"",""http://www.openwall.com/lists/oss-security/2022/10/13/5"",""http://www.openwall.com/lists/oss-security/2022/10/13/2"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/GGHENNMLCWIQV2LLA56BJNFIUZ7WB4IY/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/VNN3VFQPECS6D4PS6ZWD7AFXTOSJDSSR/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/S2KTU5LFZNQS7YNGE56MT46VHMXL3DD2/"",""https://www.debian.org/security/2022/dsa-5257"",""https://lists.debian.org/debian-lts-announce/2022/11/msg00001.html"",""https://security.netapp.com/advisory/ntap-20230203-0008/"",""http://packetstormsecurity.com/files/171005/Kernel-Live-Patch-Security-Notice-LNS-0091-1.html"",""https://nvd.nist.gov/vuln/detail/CVE-2022-42719"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-42719""]",5.10.140-1,linux-cpupower,Package less than 5.10.149-1,10/13/2022,2/15/2023,amd64
High,7.8,CVE-2022-3545,CVE-2022-3545 affects linux-cpupower,"[""https://git.kernel.org/pub/scm/linux/kernel/git/klassert/ipsec-next.git/commit/?id=02e1a114fdb71e59ee6770294166c30d437bf86a"",""https://vuldb.com/?id.211045"",""https://security.netapp.com/advisory/ntap-20221223-0003/"",""https://www.debian.org/security/2023/dsa-5324"",""https://lists.debian.org/debian-lts-announce/2023/03/msg00000.html"",""https://nvd.nist.gov/vuln/detail/CVE-2022-3545"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-3545""]",5.10.140-1,linux-cpupower,Package less than 5.10.162-1,10/17/2022,3/3/2023,amd64
High,7.8,CVE-2021-4037,CVE-2021-4037 affects linux-cpupower,"[""https://bugzilla.redhat.com/show_bug.cgi?id=2027239"",""https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/?id=01ea173e103e"",""https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/?id=0fa3ecd87848"",""https://access.redhat.com/security/cve/CVE-2021-4037"",""https://bugzilla.redhat.com/show_bug.cgi?id=2004810"",""https://www.debian.org/security/2022/dsa-5257"",""https://lists.debian.org/debian-lts-announce/2022/11/msg00001.html"",""https://nvd.nist.gov/vuln/detail/CVE-2021-4037"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2021-4037"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-0171"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-1184"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-20421"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-2602"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-2663"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-3061"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-3176"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-3303"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-39188"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-39842"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-40307"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-41674"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-42719"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-42720"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-42721"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-42722""]",5.10.140-1,linux-cpupower,Package less than 5.10.149-1,8/24/2022,12/8/2022,amd64
High,7.8,CVE-2023-20938,CVE-2023-20938 affects linux-cpupower,"[""https://source.android.com/security/bulletin/2023-02-01"",""https://nvd.nist.gov/vuln/detail/CVE-2023-20938"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2023-20938""]",5.10.140-1,linux-cpupower,Package less than 5.10.158-1,2/28/2023,3/6/2023,amd64
High,7.8,CVE-2022-42720,CVE-2022-42720 affects linux-cpupower,"[""https://bugzilla.suse.com/show_bug.cgi?id=1204059"",""http://www.openwall.com/lists/oss-security/2022/10/13/5"",""https://git.kernel.org/pub/scm/linux/kernel/git/wireless/wireless.git/commit/?id=0b7808818cb9df6680f98996b8e9a439fa7bcc2f"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/GGHENNMLCWIQV2LLA56BJNFIUZ7WB4IY/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/VNN3VFQPECS6D4PS6ZWD7AFXTOSJDSSR/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/S2KTU5LFZNQS7YNGE56MT46VHMXL3DD2/"",""https://www.debian.org/security/2022/dsa-5257"",""https://lists.debian.org/debian-lts-announce/2022/11/msg00001.html"",""http://packetstormsecurity.com/files/169951/Kernel-Live-Patch-Security-Notice-LSN-0090-1.html"",""https://security.netapp.com/advisory/ntap-20230203-0008/"",""https://nvd.nist.gov/vuln/detail/CVE-2022-42720"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-42720""]",5.10.140-1,linux-cpupower,Package less than 5.10.149-1,10/14/2022,3/1/2023,amd64
High,7.8,CVE-2022-4378,CVE-2022-4378 affects linux-cpupower,"[""https://seclists.org/oss-sec/2022/q4/178"",""https://git.kernel.org/pub/scm/linux/kernel/git/stable/stable-queue.git/tree/queue-6.0/proc-proc_skip_spaces-shouldn-t-think-it-is-working-on-c-strings.patch"",""https://bugzilla.redhat.com/show_bug.cgi?id=2152548"",""https://git.kernel.org/pub/scm/linux/kernel/git/stable/stable-queue.git/tree/queue-6.0/proc-avoid-integer-type-confusion-in-get_proc_long.patch"",""http://packetstormsecurity.com/files/171289/Kernel-Live-Patch-Security-Notice-LNS-0092-1.html"",""https://nvd.nist.gov/vuln/detail/CVE-2022-4378"",""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-4378""]",5.10.140-1,linux-cpupower,Package less than 5.10.158-1,1/5/2023,3/8/2023,amd64
